296.00, 291.00, 290.00, 296.00, 295.00, 301.00, 307.00, 305.00, 305.00, 310.00, 316.00, 315.00, 316.00, 325.00, 331.00, 332.00, 378.00, 447.00, 473.00, 482.00, 488.00, 494.00, 488.00, 490.00, 498.00, 492.00, 491.00, 506.00, 504.00, 511.00, 502.00, 502.00, 510.00, 508.00, 503.00, 500.00, 503.00, 505.00, 504.00, 509.00, 507.00, 501.00, 500.00, 503.00, 500.00, 508.00, 522.00, 536.00, 520.00, 501.00, 469.00, 
289.00, 294.00, 318.00, 289.00, 295.00, 301.00, 302.00, 305.00, 311.00, 316.00, 315.00, 313.00, 321.00, 320.00, 322.00, 336.00, 373.00, 423.00, 472.00, 490.00, 486.00, 488.00, 492.00, 488.00, 491.00, 491.00, 498.00, 499.00, 497.00, 497.00, 506.00, 501.00, 500.00, 506.00, 500.00, 507.00, 500.00, 504.00, 508.00, 503.00, 502.00, 509.00, 497.00, 497.00, 498.00, 511.00, 522.00, 535.00, 529.00, 512.00, 475.00, 
291.00, 290.00, 293.00, 291.00, 296.00, 300.00, 305.00, 307.00, 306.00, 308.00, 314.00, 313.00, 326.00, 321.00, 326.00, 327.00, 346.00, 428.00, 469.00, 483.00, 486.00, 495.00, 488.00, 490.00, 498.00, 499.00, 492.00, 495.00, 504.00, 497.00, 497.00, 504.00, 508.00, 503.00, 500.00, 507.00, 502.00, 501.00, 505.00, 500.00, 501.00, 501.00, 498.00, 504.00, 507.00, 504.00, 516.00, 541.00, 528.00, 508.00, 475.00, 
294.00, 290.00, 291.00, 290.00, 296.00, 300.00, 303.00, 309.00, 310.00, 310.00, 314.00, 313.00, 325.00, 323.00, 323.00, 343.00, 380.00, 437.00, 469.00, 479.00, 485.00, 486.00, 493.00, 489.00, 491.00, 491.00, 499.00, 498.00, 499.00, 499.00, 504.00, 497.00, 499.00, 507.00, 520.00, 501.00, 500.00, 509.00, 500.00, 501.00, 506.00, 505.00, 500.00, 499.00, 504.00, 531.00, 526.00, 535.00, 528.00, 508.00, 475.00, 
290.00, 290.00, 294.00, 297.00, 295.00, 295.00, 309.00, 305.00, 305.00, 309.00, 320.00, 314.00, 316.00, 328.00, 322.00, 325.00, 356.00, 431.00, 468.00, 481.00, 490.00, 486.00, 488.00, 497.00, 499.00, 491.00, 491.00, 493.00, 492.00, 496.00, 503.00, 504.00, 502.00, 500.00, 505.00, 502.00, 509.00, 502.00, 502.00, 508.00, 501.00, 501.00, 504.00, 497.00, 499.00, 505.00, 530.00, 537.00, 518.00, 505.00, 477.00, 
292.00, 292.00, 290.00, 292.00, 298.00, 299.00, 303.00, 305.00, 307.00, 306.00, 309.00, 320.00, 319.00, 317.00, 332.00, 333.00, 357.00, 443.00, 474.00, 490.00, 484.00, 486.00, 495.00, 487.00, 493.00, 491.00, 498.00, 492.00, 493.00, 504.00, 499.00, 499.00, 506.00, 500.00, 501.00, 500.00, 500.00, 508.00, 501.00, 500.00, 500.00, 506.00, 497.00, 497.00, 507.00, 515.00, 531.00, 538.00, 530.00, 508.00, 471.00, 
290.00, 287.00, 295.00, 291.00, 294.00, 300.00, 308.00, 306.00, 304.00, 313.00, 317.00, 313.00, 315.00, 320.00, 325.00, 329.00, 348.00, 416.00, 467.00, 488.00, 494.00, 488.00, 487.00, 491.00, 498.00, 497.00, 493.00, 506.00, 495.00, 497.00, 497.00, 498.00, 501.00, 502.00, 509.00, 508.00, 501.00, 500.00, 507.00, 502.00, 501.00, 498.00, 502.00, 499.00, 498.00, 508.00, 527.00, 536.00, 528.00, 509.00, 485.00, 
294.00, 290.00, 290.00, 290.00, 297.00, 299.00, 305.00, 309.00, 306.00, 310.00, 315.00, 314.00, 318.00, 319.00, 328.00, 329.00, 369.00, 437.00, 483.00, 487.00, 489.00, 489.00, 499.00, 492.00, 493.00, 503.00, 494.00, 497.00, 501.00, 495.00, 499.00, 500.00, 500.00, 508.00, 502.00, 506.00, 511.00, 501.00, 501.00, 501.00, 506.00, 500.00, 497.00, 504.00, 504.00, 505.00, 522.00, 535.00, 516.00, 506.00, 484.00, 
287.00, 292.00, 297.00, 290.00, 296.00, 326.00, 303.00, 303.00, 308.00, 309.00, 314.00, 313.00, 319.00, 327.00, 323.00, 327.00, 361.00, 419.00, 473.00, 484.00, 495.00, 490.00, 491.00, 497.00, 497.00, 495.00, 496.00, 496.00, 493.00, 497.00, 498.00, 505.00, 502.00, 500.00, 500.00, 502.00, 504.00, 504.00, 507.00, 508.00, 501.00, 500.00, 504.00, 499.00, 500.00, 502.00, 525.00, 541.00, 531.00, 504.00, 471.00, 
294.00, 297.00, 290.00, 287.00, 299.00, 298.00, 301.00, 305.00, 314.00, 310.00, 313.00, 318.00, 317.00, 319.00, 325.00, 331.00, 359.00, 425.00, 470.00, 482.00, 488.00, 493.00, 500.00, 493.00, 493.00, 493.00, 493.00, 494.00, 496.00, 498.00, 498.00, 498.00, 506.00, 500.00, 502.00, 500.00, 504.00, 509.00, 501.00, 500.00, 507.00, 499.00, 497.00, 497.00, 503.00, 504.00, 515.00, 544.00, 537.00, 513.00, 473.00, 
290.00, 287.00, 293.00, 291.00, 294.00, 297.00, 308.00, 306.00, 303.00, 316.00, 314.00, 312.00, 317.00, 320.00, 322.00, 334.00, 387.00, 449.00, 477.00, 484.00, 494.00, 488.00, 489.00, 491.00, 500.00, 497.00, 491.00, 504.00, 492.00, 492.00, 502.00, 500.00, 503.00, 502.00, 500.00, 508.00, 504.00, 503.00, 501.00, 500.00, 501.00, 500.00, 503.00, 504.00, 500.00, 506.00, 531.00, 542.00, 520.00, 505.00, 467.00, 
297.00, 290.00, 290.00, 289.00, 302.00, 302.00, 301.00, 303.00, 309.00, 309.00, 311.00, 314.00, 322.00, 320.00, 321.00, 330.00, 360.00, 442.00, 478.00, 484.00, 487.00, 488.00, 496.00, 493.00, 495.00, 500.00, 499.00, 492.00, 491.00, 495.00, 499.00, 498.00, 498.00, 507.00, 502.00, 502.00, 504.00, 504.00, 511.00, 501.00, 501.00, 509.00, 500.00, 497.00, 503.00, 503.00, 523.00, 539.00, 532.00, 506.00, 479.00, 
292.00, 290.00, 288.00, 293.00, 296.00, 299.00, 309.00, 307.00, 303.00, 307.00, 319.00, 313.00, 311.00, 324.00, 323.00, 329.00, 350.00, 429.00, 470.00, 484.00, 493.00, 497.00, 491.00, 491.00, 500.00, 497.00, 491.00, 492.00, 498.00, 492.00, 497.00, 504.00, 498.00, 500.00, 506.00, 500.00, 505.00, 504.00, 501.00, 508.00, 508.00, 499.00, 497.00, 496.00, 497.00, 504.00, 532.00, 547.00, 526.00, 505.00, 474.00, 
288.00, 297.00, 291.00, 288.00, 297.00, 300.00, 301.00, 302.00, 313.00, 310.00, 309.00, 316.00, 317.00, 318.00, 325.00, 330.00, 357.00, 429.00, 470.00, 491.00, 484.00, 488.00, 494.00, 492.00, 495.00, 497.00, 500.00, 492.00, 492.00, 501.00, 506.00, 499.00, 500.00, 500.00, 503.00, 502.00, 501.00, 505.00, 508.00, 500.00, 500.00, 498.00, 503.00, 492.00, 497.00, 513.00, 531.00, 543.00, 532.00, 505.00, 490.00, 
291.00, 290.00, 293.00, 290.00, 292.00, 298.00, 305.00, 307.00, 306.00, 311.00, 315.00, 314.00, 314.00, 322.00, 328.00, 328.00, 348.00, 423.00, 471.00, 484.00, 492.00, 488.00, 492.00, 493.00, 500.00, 504.00, 492.00, 491.00, 498.00, 495.00, 497.00, 497.00, 507.00, 502.00, 501.00, 500.00, 508.00, 502.00, 503.00, 502.00, 509.00, 498.00, 493.00, 498.00, 502.00, 500.00, 528.00, 538.00, 530.00, 500.00, 475.00, 
292.00, 292.00, 292.00, 292.00, 296.00, 306.00, 302.00, 303.00, 309.00, 309.00, 313.00, 311.00, 322.00, 319.00, 321.00, 331.00, 360.00, 425.00, 472.00, 486.00, 493.00, 488.00, 490.00, 499.00, 495.00, 499.00, 500.00, 493.00, 497.00, 497.00, 503.00, 497.00, 500.00, 508.00, 508.00, 500.00, 500.00, 500.00, 508.00, 501.00, 499.00, 501.00, 499.00, 491.00, 493.00, 499.00, 529.00, 542.00, 529.00, 510.00, 474.00, 
297.00, 290.00, 288.00, 294.00, 297.00, 300.00, 306.00, 306.00, 306.00, 309.00, 316.00, 315.00, 318.00, 325.00, 323.00, 333.00, 365.00, 434.00, 474.00, 485.00, 487.00, 495.00, 493.00, 491.00, 502.00, 497.00, 499.00, 493.00, 506.00, 504.00, 497.00, 499.00, 507.00, 500.00, 500.00, 500.00, 507.00, 502.00, 501.00, 500.00, 506.00, 497.00, 495.00, 493.00, 502.00, 504.00, 518.00, 543.00, 534.00, 507.00, 477.00, 
290.00, 293.00, 291.00, 290.00, 296.00, 303.00, 303.00, 306.00, 309.00, 309.00, 315.00, 311.00, 316.00, 321.00, 322.00, 329.00, 378.00, 442.00, 480.00, 486.00, 495.00, 490.00, 491.00, 491.00, 504.00, 500.00, 497.00, 499.00, 497.00, 497.00, 506.00, 501.00, 501.00, 500.00, 506.00, 503.00, 503.00, 502.00, 506.00, 501.00, 497.00, 493.00, 500.00, 500.00, 495.00, 501.00, 530.00, 539.00, 523.00, 504.00, 479.00, 
294.00, 290.00, 290.00, 292.00, 298.00, 301.00, 300.00, 308.00, 307.00, 308.00, 315.00, 314.00, 317.00, 318.00, 322.00, 341.00, 370.00, 450.00, 479.00, 488.00, 488.00, 491.00, 498.00, 493.00, 499.00, 504.00, 504.00, 497.00, 497.00, 501.00, 501.00, 501.00, 506.00, 507.00, 501.00, 500.00, 507.00, 500.00, 502.00, 500.00, 501.00, 499.00, 492.00, 491.00, 504.00, 505.00, 529.00, 536.00, 524.00, 501.00, 486.00, 
291.00, 290.00, 295.00, 290.00, 298.00, 306.00, 305.00, 306.00, 309.00, 315.00, 314.00, 313.00, 321.00, 322.00, 326.00, 329.00, 361.00, 439.00, 473.00, 487.00, 496.00, 499.00, 492.00, 496.00, 506.00, 501.00, 501.00, 497.00, 505.00, 501.00, 500.00, 508.00, 502.00, 500.00, 507.00, 501.00, 501.00, 500.00, 501.00, 506.00, 500.00, 494.00, 497.00, 491.00, 492.00, 504.00, 529.00, 542.00, 519.00, 499.00, 486.00, 
294.00, 291.00, 290.00, 294.00, 301.00, 301.00, 303.00, 308.00, 308.00, 310.00, 311.00, 317.00, 320.00, 321.00, 322.00, 341.00, 376.00, 451.00, 479.00, 497.00, 492.00, 491.00, 502.00, 497.00, 497.00, 500.00, 507.00, 501.00, 501.00, 507.00, 508.00, 500.00, 501.00, 502.00, 509.00, 508.00, 502.00, 501.00, 508.00, 500.00, 500.00, 499.00, 498.00, 492.00, 493.00, 507.00, 521.00, 540.00, 527.00, 493.00, 465.00, 
291.00, 290.00, 293.00, 290.00, 296.00, 298.00, 305.00, 307.00, 306.00, 314.00, 316.00, 313.00, 320.00, 325.00, 327.00, 338.00, 390.00, 462.00, 485.00, 489.00, 497.00, 492.00, 497.00, 497.00, 505.00, 508.00, 500.00, 500.00, 507.00, 500.00, 501.00, 500.00, 506.00, 506.00, 504.00, 504.00, 507.00, 504.00, 501.00, 500.00, 508.00, 496.00, 492.00, 500.00, 501.00, 498.00, 515.00, 535.00, 530.00, 504.00, 485.00, 
287.00, 287.00, 297.00, 290.00, 295.00, 306.00, 307.00, 303.00, 309.00, 312.00, 313.00, 311.00, 321.00, 321.00, 322.00, 328.00, 375.00, 436.00, 474.00, 492.00, 498.00, 499.00, 499.00, 506.00, 500.00, 500.00, 507.00, 500.00, 502.00, 501.00, 511.00, 511.00, 505.00, 503.00, 509.00, 505.00, 504.00, 506.00, 511.00, 508.00, 500.00, 496.00, 499.00, 492.00, 491.00, 495.00, 517.00, 533.00, 527.00, 511.00, 480.00, 
297.00, 291.00, 289.00, 293.00, 292.00, 296.00, 306.00, 305.00, 308.00, 309.00, 316.00, 315.00, 318.00, 320.00, 335.00, 349.00, 405.00, 465.00, 492.00, 493.00, 497.00, 504.00, 504.00, 501.00, 500.00, 500.00, 506.00, 505.00, 504.00, 510.00, 507.00, 505.00, 506.00, 504.00, 511.00, 505.00, 504.00, 512.00, 505.00, 506.00, 509.00, 497.00, 494.00, 491.00, 501.00, 504.00, 519.00, 539.00, 534.00, 499.00, 476.00, 
290.00, 288.00, 297.00, 290.00, 291.00, 296.00, 307.00, 305.00, 304.00, 316.00, 322.00, 314.00, 316.00, 324.00, 330.00, 348.00, 424.00, 460.00, 491.00, 495.00, 504.00, 500.00, 502.00, 500.00, 501.00, 511.00, 504.00, 504.00, 511.00, 504.00, 504.00, 504.00, 511.00, 504.00, 507.00, 513.00, 511.00, 507.00, 504.00, 506.00, 508.00, 501.00, 497.00, 502.00, 505.00, 499.00, 519.00, 540.00, 526.00, 499.00, 472.00, 
289.00, 290.00, 291.00, 293.00, 301.00, 305.00, 304.00, 305.00, 309.00, 308.00, 313.00, 313.00, 322.00, 323.00, 328.00, 340.00, 408.00, 472.00, 487.00, 499.00, 508.00, 501.00, 500.00, 511.00, 512.00, 504.00, 504.00, 509.00, 509.00, 508.00, 512.00, 514.00, 509.00, 509.00, 513.00, 509.00, 510.00, 507.00, 504.00, 511.00, 506.00, 501.00, 505.00, 497.00, 497.00, 499.00, 516.00, 534.00, 530.00, 510.00, 487.00, 
